field,RA,Dec,Ebv,Gal_Long,Gal_Lat,Ecl_Long,Ecl_Lat,rcid
765,282.92208,47.75,0.06,77.5052,19.4902,296.1074,70.0206,64
766,292.69677,47.75,0.1,80.1691,13.439,313.3661,67.801,64
767,302.47146000000004,47.75,0.25,83.4543,7.7191,327.9506,64.793,64
768,312.24615,47.75,1.92,87.3502,2.4194,340.2596,61.2971,64
769,322.06455,47.75,1.21,91.8751,-2.3827,350.9145,57.5179,64
770,332.10164,47.75,0.28,97.1225,-6.6404,0.5591,53.5407,64
771,342.13873,47.75,0.14,102.9618,-10.1214,9.3382,49.5673,64
772,352.17582000000004,47.75,0.12,109.3153,-12.7105,17.5344,45.688,64
773,6.95487,54.95,0.26,119.9355,-7.5242,34.3391,46.3389,64
774,17.54512,54.95,0.41,126.0644,-7.5242,41.5015,43.0184,64
775,28.13537,54.95,0.28,132.1034,-6.5258,48.5838,40.044,64
776,38.72562,54.95,0.4,137.8829,-4.5684,55.6379,37.4586,64
777,49.315870000000004,54.95,1.35,143.2612,-1.7248,62.6956,35.3008,64
778,60.11656,54.95,0.67,148.223,1.9883,69.914,33.5752,64
779,71.12768,54.95,0.35,152.6574,6.5005,77.299,32.3397,64
780,82.05244,54.95,0.42,156.3788,11.5784,84.6473,31.6583,64
781,92.97719000000001,54.95,0.12,159.3777,17.1327,92.0055,31.5314,64
782,103.90195,54.95,0.06,161.5965,23.0442,99.3598,31.9615,64
783,114.82671,54.95,0.06,162.9463,29.1937,106.6977,32.9406,64
784,125.75146000000001,54.95,0.05,163.2813,35.455,114.0109,34.4513,64
785,136.67622,54.95,0.02,162.3661,41.6817,121.2994,36.4671,64
786,147.60097,54.95,0.02,159.8357,47.6866,128.575,38.954,64
787,158.52573,54.95,0.01,155.1653,53.2072,135.8648,41.8721,64
788,169.45049,54.95,0.01,147.7301,57.8621,143.2165,45.1759,64
789,180.37888,54.95,0.01,137.1622,61.1283,150.7086,48.8168,64
790,191.39,54.95,0.01,124.0676,62.4429,158.5158,52.7698,64
791,202.40112,54.95,0.02,110.7624,61.4771,166.7683,56.9457,64
792,213.41224,54.95,0.01,99.6542,58.4543,175.765,61.2695,64
793,224.50609,54.95,0.02,91.6598,53.8933,186.0916,65.676,64
794,235.60357000000002,54.95,0.01,86.5944,48.3727,198.5921,69.9836,64
795,246.70105,54.95,0.03,83.8119,42.3128,214.8717,73.9269,64
796,257.79854,54.95,0.03,82.7444,36.0001,237.3407,77.0018,64
797,268.89602,54.95,0.03,82.9941,29.6371,266.8517,78.3772,64
798,279.99351,54.95,0.05,84.305,23.3794,297.2785,77.4407,64
799,291.09099,54.95,0.11,86.5193,17.3604,321.2327,74.63,64
800,302.18847,54.95,0.27,89.5415,11.7051,338.5376,70.8087,64
801,313.28596,54.95,0.78,93.3105,6.5384,351.6331,66.5472,64
802,324.38344,54.95,1.02,97.777,1.9883,2.3054,62.1448,64
803,335.18412,54.95,0.44,102.7388,-1.7248,11.3359,57.8841,64
804,345.77437000000003,54.95,0.4,108.1171,-4.5684,19.4111,53.8266,64
805,356.36462,54.95,0.42,113.8966,-6.5258,27.0162,49.9588,64
806,6.66667,62.15,1.14,120.3949,-0.3373,40.8671,52.1519,64
807,20.0,62.15,1.0,126.6119,-0.2329,48.6209,48.3879,64
808,33.33333,62.15,0.75,132.6763,1.1408,56.3898,45.1618,64
809,46.66667,62.15,0.68,138.343,3.7124,64.2103,42.5357,64
810,60.0,62.15,0.65,143.4059,7.3559,72.0934,40.563,64
811,73.33333,62.15,0.4,147.7026,11.9085,80.0316,39.2862,64
812,86.66667,62.15,0.19,151.1003,17.1862,88.0045,38.7338,64
813,100.0,62.15,0.13,153.4698,22.9927,95.9847,38.9183,64
814,113.33333,62.15,0.07,154.6528,29.1191,103.9434,39.8355,64
815,126.66667,62.15,0.11,154.428,35.334,111.8559,41.4647,64
816,140.0,62.15,0.03,152.4815,41.362,119.7076,43.7702,64
817,153.33333000000002,62.15,0.01,148.4116,46.8527,127.4996,46.7036,64
818,166.66666999999998,62.15,0.01,141.8444,51.3508,135.2543,50.2068,64
819,180.0,62.15,0.02,132.7825,54.3118,143.0254,54.2147,64
820,193.33333000000002,62.15,0.02,122.1123,55.2425,150.9143,58.6569,64
821,206.66666999999998,62.15,0.02,111.5988,53.9581,159.1085,63.4586,64
822,220.0,62.15,0.01,102.9104,50.7095,167.9796,68.5378,64
823,233.33333,62.15,0.02,96.765,46.0146,178.3766,73.7947,64
824,246.66667,62.15,0.02,93.069,40.4086,192.7452,79.0644,64
825,260.0,62.15,0.02,91.4278,34.3288,220.9502,83.8342,64
826,273.33333,62.15,0.04,91.4505,28.111,289.6242,85.361,64
827,286.66667,62.15,0.05,92.8393,22.0217,336.2695,81.5841,64
828,300.0,62.15,0.06,95.3854,16.2873,355.2321,76.4443,64
829,313.33333,62.15,0.54,98.9377,11.1143,7.1025,71.1518,64
830,326.66667,62.15,0.47,103.3685,6.6973,16.5763,65.9691,64
831,340.0,62.15,0.86,108.5417,3.2177,25.0438,61.0177,64
832,353.33333,62.15,0.95,114.2881,0.8335,33.0539,56.386,64
833,8.57143,69.35,0.67,121.6944,6.7872,50.3275,56.8905,64
834,25.71429,69.35,0.55,127.748,7.2468,58.2077,52.9083,64
835,42.85714,69.35,0.88,133.4824,9.2741,66.4204,49.7402,64
836,60.0,69.35,0.44,138.522,12.716,74.8763,47.4807,64
837,77.14286,69.35,0.2,142.543,17.3245,83.4898,46.2011,64
838,94.28571,69.35,0.09,145.2603,22.7836,92.172,45.943,64
839,111.42857,69.35,0.04,146.3902,28.723,100.8312,46.7151,64
840,128.57143,69.35,0.03,145.6149,34.7127,109.3768,48.4918,64
841,145.71428999999998,69.42,0.13,142.5148,40.204,117.663,51.2756,64
842,162.85714,69.35,0.03,137.0941,44.7025,125.7801,54.8043,64
843,180.0,69.35,0.01,129.352,47.4426,133.4541,59.1526,64
844,197.14286,69.35,0.02,120.4259,47.9523,140.5956,64.1428,64
845,214.28571000000002,69.35,0.02,111.9945,46.1253,146.8992,69.6454,64
846,231.42857,69.35,0.03,105.4621,42.3253,151.5264,75.5144,64
847,248.57143,69.35,0.03,101.3884,37.1752,151.1322,81.5398,64
848,265.71429,69.35,0.04,99.689,31.3151,117.9986,86.7818,64
849,282.85714,69.35,0.07,100.0428,25.2973,35.8855,84.4417,64
850,300.0,69.35,0.15,102.1151,19.5836,27.5563,78.5278,64
851,317.14286,69.35,0.27,105.6104,14.568,30.4782,72.5445,64
852,334.28571,69.35,0.43,110.2496,10.5906,36.1163,66.8386,64
853,351.42857000000004,69.35,0.5,115.7288,7.9313,42.8953,61.5753,64
854,12.0,76.55,0.32,122.9401,13.9501,62.1845,60.8188,64
855,36.0,76.55,0.61,128.565,14.9848,69.8311,56.9228,64
856,60.0,76.55,0.13,133.4289,17.9828,78.5011,54.3107,64
857,84.0,76.55,0.11,136.8347,22.514,87.6761,53.1591,64
858,108.0,76.55,0.06,138.1838,27.9219,96.9478,53.5451,64
859,132.0,76.55,0.03,136.9932,33.3703,105.9253,55.4429,64
860,156.0,76.55,0.03,133.0361,37.8874,114.1611,58.7251,64
861,180.0,76.55,0.1,126.7209,40.4948,121.0156,63.1661,64
862,204.0,76.55,0.03,119.4275,40.523,125.3035,68.4271,64
863,228.0,76.55,0.03,113.0744,37.9643,124.2858,73.9613,64
864,252.0,76.55,0.03,109.061,33.4775,111.3468,78.6118,64
865,276.0,76.55,0.08,107.8137,28.0381,82.074,79.8447,64
866,300.0,76.55,0.11,109.1143,22.6203,60.0762,76.5184,64
867,324.0,76.55,0.45,112.483,18.0635,54.2543,71.2093,64
868,348.0,76.55,0.26,117.3233,15.0283,56.4048,65.7211,64
869,20.0,83.75,0.16,123.9023,21.2042,76.6048,63.7947,42
870,60.0,83.75,0.08,128.0264,23.1088,83.5556,60.9889,0
871,100.0,83.75,0.06,130.0114,26.9794,92.1925,60.3869,0
872,140.0,83.75,0.03,128.7701,31.107,100.2844,62.1524,0
873,180.0,83.75,0.14,124.5873,33.4987,105.3935,65.7872,0
874,220.0,83.75,0.09,119.5393,32.8882,104.133,70.0288,41
875,260.0,83.75,0.09,116.3448,29.6079,93.6415,72.6836,40
876,300.0,83.75,0.08,116.4123,25.3406,80.0065,71.7194,41
877,340.0,83.75,0.17,119.406,22.0689,74.1886,67.9475,41
878,10.0,88.0,0.26,122.9131,25.4015,85.1265,66.1366,0
879,170.0,88.0,0.3,123.8678,29.2484,94.8735,66.1366,0
880,10.0,87.4,0.26,122.9131,25.4015,85.1265,66.1366,16
881,170.0,87.4,0.3,123.8678,29.2484,94.8735,66.1366,0
1001,25.7766,-85.93845999999999,0.09,301.8885,-31.3445,279.819,-68.0376,0
1002,77.20517,-85.93845999999999,0.16,298.7903,-29.056,272.6936,-70.5018,0
1003,128.63375,-85.93845999999999,0.18,298.9676,-25.5374,262.7171,-69.5842,0
1004,181.85528,-85.93845999999999,0.11,302.2021,-23.4029,259.9363,-66.1017,0
1005,231.49088999999998,-85.93845999999999,0.09,305.8162,-24.2263,264.3734,-63.2694,0
1006,282.91946,-85.93845999999999,0.15,307.5744,-27.3728,271.9712,-62.5878,0
1007,334.34803,-85.93845999999999,0.13,305.8968,-30.5747,278.5454,-64.5528,0
1008,20.25868,-85.45,0.09,302.254,-31.9036,281.3333,-67.7464,0
1009,71.68725,-85.45,0.16,298.4923,-29.6408,274.3533,-70.8299,0
1010,124.64736,-85.45,0.18,298.3355,-25.5891,262.3696,-70.1441,0
1011,174.54439,-85.45,0.11,301.4975,-23.0576,258.5418,-66.5764,0
1012,225.97296,-85.45,0.09,305.7545,-23.5889,262.9974,-63.1132,0
1013,276.82799,-85.45,0.15,308.0796,-26.8781,271.1525,-62.038,0
1014,329.13129,-85.45,0.13,306.6145,-30.6744,278.9193,-63.9486,0
1015,5.14404,-79.01538000000001,0.07,304.7209,-38.2897,296.8542,-65.1578,0
1016,32.985890000000005,-79.01538000000001,0.09,298.1161,-37.588,298.4235,-70.3795,0
1017,60.2335,-79.01538000000001,0.09,293.1205,-34.4023,291.6162,-75.1201,0
1018,88.3705,-79.01538000000001,0.16,290.7296,-29.4951,271.4387,-77.5372,0
1019,115.87636,-79.01538000000001,0.09,291.2745,-24.3251,250.3732,-75.6657,0
1020,143.75512,-79.01538000000001,0.16,294.2734,-19.8563,241.8437,-70.9941,0
1021,171.44742,-79.01538000000001,0.3,298.9405,-17.0752,242.6629,-65.7754,0
1022,199.13973000000001,-79.01538000000001,0.12,304.3659,-16.4884,248.1006,-61.1423,0
1023,226.83203999999998,-79.01538000000001,0.13,309.5374,-18.2093,255.8742,-57.7139,0
1024,254.52435,-79.01538000000001,0.19,313.4742,-21.9047,264.8028,-55.8556,0
1025,282.21666,-79.01538000000001,0.22,315.3317,-26.8509,274.1084,-55.7504,0
1026,309.90896000000004,-79.01538000000001,0.15,314.4824,-32.0256,283.1179,-57.4086,0
1027,337.60127,-79.01538000000001,0.11,310.7175,-36.2234,291.0768,-60.6674,0
1028,17.90885,-78.25,0.07,301.5176,-39.0849,300.2712,-67.3934,0
1029,43.62314,-78.25,0.09,295.3489,-37.223,299.5014,-72.5812,0
1030,69.33742,-78.25,0.09,291.1995,-33.2843,288.5111,-76.9187,0
1031,94.68852,-78.25,0.16,289.7435,-28.3169,265.3177,-78.2343,0
1032,120.76598999999999,-78.25,0.09,290.877,-23.1501,245.5302,-75.4344,0
1033,146.48028,-78.25,0.16,294.126,-18.9318,239.3291,-70.5597,0
1034,172.68223,-78.25,0.3,298.9257,-16.2723,241.0836,-65.3091,0
1035,197.90885,-78.25,0.12,304.1952,-15.7024,246.5583,-60.85,0
1036,223.91865,-78.25,0.13,309.4279,-17.2584,254.2189,-57.3593,0
1037,249.33742,-78.25,0.19,313.5253,-20.6292,262.7425,-55.3321,0
1038,275.05171,-78.25,0.19,315.9168,-25.3345,271.7845,-54.842,0
1039,301.09432999999996,-78.25,0.22,315.9378,-30.5941,280.8362,-55.985,0
1040,326.48028,-78.25,0.15,313.2886,-35.2167,289.0159,-58.5971,0
1041,352.19456,-78.25,0.11,308.1085,-38.3446,295.937,-62.5304,0
1042,11.23039,-71.05,0.04,303.4796,-46.3462,315.0299,-63.2418,0
1043,29.230390000000003,-71.05,0.03,295.2489,-45.3164,320.849,-68.5655,0
1044,47.23039,-71.05,0.04,288.4491,-42.1818,324.4645,-74.277,0
1045,65.57908,-71.05,0.12,283.8588,-37.4048,321.9912,-80.1889,0
1046,83.23039,-71.05,0.13,281.7869,-31.9525,295.4738,-84.8938,0
1047,101.09918,-71.05,0.11,281.7914,-26.1708,233.2917,-83.9967,0
1048,119.23038999999999,-71.05,0.15,283.6282,-20.5521,216.2352,-78.6616,0
1049,137.21111000000002,-71.05,0.16,286.954,-15.6672,216.1064,-72.844,0
1050,155.23039,-71.05,0.13,291.4765,-11.8331,220.4492,-67.2021,0
1051,173.23039,-71.05,0.24,296.8426,-9.3628,226.6072,-62.0044,0
1052,191.23039,-71.05,0.2,302.6653,-8.4526,233.7394,-57.4156,0
1053,209.23039,-71.05,0.2,308.5129,-9.1788,241.4894,-53.5791,0
1054,227.33254,-71.05,0.1,313.9802,-11.4975,249.7098,-50.6037,0
1055,245.23039,-71.05,0.12,318.5836,-15.1691,258.1199,-48.6307,0
1056,263.13289,-71.05,0.1,322.049,-19.9278,266.6932,-47.6895,0
1057,281.23039,-71.05,0.12,324.0794,-25.4757,275.4049,-47.8213,0
1058,299.23039,-71.05,0.07,324.3136,-31.2959,283.9958,-49.028,0
1059,317.23039,-71.05,0.06,322.4368,-36.909,292.3944,-51.2642,0
1060,335.23039,-71.05,0.03,318.1854,-41.7172,300.4767,-54.4527,0
1061,353.23039,-71.05,0.03,311.6166,-45.0586,308.0955,-58.4879,0
1062,8.27502,-63.85,0.02,305.9413,-53.4593,325.5787,-58.0817,0
1063,22.121170000000003,-63.85,0.02,295.7886,-52.995,333.3615,-62.8214,0
1064,35.96733,-63.85,0.03,286.8273,-50.4733,341.4676,-67.901,0
1065,49.81348,-63.85,0.05,280.1036,-46.3239,350.3892,-73.2356,0
1066,63.65964,-63.85,0.04,275.8051,-41.0833,1.5556,-78.7189,0
1067,77.50579,-63.85,0.08,273.6587,-35.2309,21.5828,-84.1148,0
1068,91.35194,-63.85,0.06,273.2955,-29.1483,102.4289,-87.2308,0
1069,105.1981,-63.85,0.13,274.403,-23.1395,163.9905,-83.0963,0
1070,119.04425,-63.85,0.14,276.749,-17.46,180.9523,-77.6435,0
1071,132.73949,-63.85,0.16,280.1179,-12.3901,191.3585,-72.2371,0
1072,147.01826,-63.85,0.27,284.585,-7.9055,200.3255,-66.7811,0
1073,160.58271000000002,-63.85,0.53,289.5782,-4.5927,208.1747,-61.8666,0
1074,174.42887,-63.85,0.61,295.2418,-2.3263,215.9243,-57.2026,0
1075,188.16055,-63.85,0.71,301.1984,-1.3071,223.532,-53.0049,0
1076,202.12117,-63.85,0.7,307.3347,-1.582,231.2841,-49.2492,0
1077,216.08286,-63.85,0.4,313.2739,-3.1632,239.1034,-46.0811,0
1078,229.94003999999998,-63.85,0.18,318.7183,-5.9386,246.9481,-43.5822,0
1079,243.65964,-63.85,0.11,323.4573,-9.7317,254.7938,-41.7947,0
1080,257.50579,-63.85,0.08,327.4129,-14.4371,262.7725,-40.7238,0
1081,271.35194,-63.85,0.09,330.3893,-19.8232,270.7825,-40.4144,0
1082,285.39519,-63.85,0.06,332.249,-25.7575,278.9029,-40.8857,0
1083,299.04425,-63.85,0.08,332.7459,-31.7457,286.758,-42.0909,0
1084,312.89041000000003,-63.85,0.06,331.6663,-37.7713,294.6612,-44.0376,0
1085,326.73656,-63.85,0.03,328.6485,-43.4153,302.4822,-46.6702,0
1086,340.58271,-63.85,0.02,323.3348,-48.2552,310.2215,-49.9329,0
1087,354.42887,-63.85,0.02,315.5914,-51.7763,317.9018,-53.7604,0
1088,0.8274299999999999,-56.65,0.01,315.4379,-59.6357,329.4076,-50.3141,0
1089,12.44033,-56.65,0.02,302.7859,-60.7497,337.3863,-54.44,0
1090,24.05324,-56.65,0.03,290.1752,-59.5618,345.8361,-58.8182,0
1091,35.666140000000006,-56.65,0.03,279.7885,-56.3357,355.1133,-63.3677,0
1092,47.27904,-56.65,0.01,272.4412,-51.6362,5.8605,-67.9802,0
1093,58.89195,-56.65,0.02,267.8615,-46.0141,19.3203,-72.4834,0
1094,70.50485,-56.65,0.02,265.4654,-39.8826,37.9721,-76.5419,0
1095,82.11775,-56.65,0.06,264.7411,-33.5324,65.748,-79.4236,0
1096,93.73065,-56.65,0.04,265.3272,-27.1759,101.8119,-79.9362,0
1097,105.2731,-56.65,0.1,266.9763,-21.019,133.1841,-77.7831,0
1098,116.95646,-56.65,0.17,269.5809,-15.1004,154.7919,-74.0117,0
1099,128.56936000000002,-56.65,0.15,273.0087,-9.6725,169.7332,-69.615,0
1100,140.18227,-56.65,0.49,277.2044,-4.8405,181.2605,-65.0164,0
1101,151.88571000000002,-56.65,1.75,282.1408,-0.718,191.0385,-60.3944,0
1102,163.40807,-56.65,0.69,287.6066,2.4711,199.6615,-55.9801,0
1103,175.02098,-56.65,0.4,293.5969,4.6897,207.7788,-51.7556,0
1104,186.63388,-56.65,0.19,299.9,5.8151,215.5719,-47.8282,0
1105,198.24678,-56.65,0.25,306.3095,5.7962,223.1948,-44.261,0
1106,209.85969,-56.65,0.32,312.6054,4.6339,230.7432,-41.1112,0
1107,221.47259,-56.65,0.52,318.5823,2.3809,238.2756,-38.4313,0
1108,232.80173,-56.65,2.56,323.9434,-0.7773,245.6395,-36.314,0
1109,244.6984,-56.65,0.55,328.9447,-4.9879,253.4027,-34.6594,0
1110,256.3113,-56.65,0.2,333.1162,-9.8418,261.0101,-33.6371,0
1111,267.69695,-56.65,0.11,336.4589,-15.1754,268.4867,-33.2228,0
1112,279.55726,-56.65,0.09,339.0842,-21.1916,276.2783,-33.4188,0
1113,291.15001,-56.65,0.11,340.7101,-27.3825,283.8806,-34.2254,0
1114,302.76291000000003,-56.65,0.05,341.2576,-33.7417,291.47,-35.6271,0
1115,314.18264,-56.65,0.05,340.5104,-39.984,298.9032,-37.5591,0
1116,325.98872,-56.65,0.03,338.0262,-46.2083,306.5643,-40.0967,0
1117,337.60162,-56.65,0.02,333.3648,-51.8076,314.1018,-43.0842,0
1118,349.1835,-56.65,0.01,325.9427,-56.4573,321.6689,-46.4988,0
1119,5.60979,-49.45,0.02,314.2648,-67.3664,339.3418,-46.2544,0
1120,15.60979,-49.45,0.02,297.2129,-67.7991,347.2441,-50.0606,0
1121,25.46356,-49.45,0.02,281.8108,-65.724,355.5379,-53.9321,0
1122,35.609790000000004,-49.45,0.03,270.1971,-61.5878,4.8721,-57.9636,0
1123,45.609790000000004,-49.45,0.02,262.9116,-56.2797,15.2495,-61.8763,0
1124,55.609790000000004,-49.45,0.01,258.68,-50.2928,27.3538,-65.5797,0
1125,65.60979,-49.45,0.01,256.5591,-43.958,41.9129,-68.8532,0
1126,75.59515999999999,-49.45,0.02,255.9244,-37.489,59.5824,-71.3712,0
1127,85.60979,-49.45,0.06,256.3946,-30.9947,80.3433,-72.7421,0
1128,95.60979,-49.45,0.06,257.7438,-24.6087,102.3043,-72.6497,0
1129,105.60978999999999,-49.45,0.07,259.8422,-18.4122,122.7258,-71.1203,0
1130,115.60978999999999,-49.45,0.18,262.6198,-12.4925,140.0202,-68.4868,0
1131,125.60978999999999,-49.45,0.43,266.0421,-6.9397,154.2381,-65.1458,0
1132,135.60979,-49.45,0.45,270.0929,-1.8504,166.0956,-61.4068,0
1133,145.60979,-49.45,0.56,274.759,2.671,176.3042,-57.4798,0
1134,155.60979,-49.45,0.12,280.0144,6.5142,185.3969,-53.5067,0
1135,165.60979,-49.45,0.15,285.8056,9.5686,193.7431,-49.5884,0
1136,175.60979,-49.45,0.13,292.0391,11.7318,201.5959,-45.8019,0
1137,185.60979,-49.45,0.11,298.5765,12.9223,209.1296,-42.2108,0
1138,195.60979,-49.45,0.19,305.2418,13.0916,216.4664,-38.8699,0
1139,205.46358,-49.45,0.21,311.7468,12.2525,223.5865,-35.8706,0
1140,215.60979,-49.45,0.41,318.1924,10.3809,230.8644,-33.1317,0
1141,225.60979,-49.45,0.37,324.1412,7.6084,238.0239,-30.8202,0
1142,235.60979,-49.45,2.23,329.5801,4.0119,245.1935,-28.9299,0
1143,245.60979,-49.45,1.14,334.4434,-0.2993,252.384,-27.4916,0
1144,255.59517000000002,-49.45,0.23,338.692,-5.2066,259.5857,-26.5302,0
1145,265.60979,-49.45,0.16,342.3276,-10.6259,266.8244,-26.0591,0
1146,275.60979,-49.45,0.11,345.3192,-16.4355,274.0577,-26.0897,0
1147,285.60979,-49.45,0.05,347.646,-22.5509,281.2843,-26.6204,0
1148,295.60979,-49.45,0.08,349.2518,-28.8844,288.4942,-27.6419,0
1149,305.60979,-49.45,0.05,350.0296,-35.3473,295.6819,-29.1368,0
1150,315.60979,-49.45,0.03,349.7903,-41.841,302.8494,-31.0802,0
1151,325.60979,-49.45,0.03,348.2118,-48.2413,310.009,-33.4408,0
1152,335.60979,-49.45,0.01,344.7604,-54.3709,317.1858,-36.1819,0
1153,345.60979,-49.45,0.01,338.5992,-59.9494,324.421,-39.2622,0
1154,355.60979,-49.45,0.01,328.6354,-64.5133,331.7766,-42.6364,0
1155,0.53667,-42.25,0.01,332.7073,-72.3478,340.5704,-38.29,0
1156,9.29394,-42.25,0.01,311.4569,-74.9557,347.8126,-41.6391,0
1157,18.09764,-42.25,0.01,286.7095,-74.4038,355.41,-45.1008,0
1158,26.94224,-42.25,0.02,267.9304,-70.9285,3.4913,-48.6158,0
1159,35.65862,-42.25,0.01,257.0341,-65.8547,12.0561,-52.0484,0
1160,44.43911,-42.25,0.01,251.0512,-59.95,21.4868,-55.3901,0
1161,53.219590000000004,-42.25,0.01,247.9918,-53.6711,31.9579,-58.5081,0
1162,62.000080000000004,-42.25,0.01,246.7039,-47.2262,43.7088,-61.266,0
1163,70.78057,-42.25,0.02,246.5773,-40.7302,56.9031,-63.4976,0
1164,79.56106,-42.25,0.02,247.2813,-34.2576,71.4831,-65.0197,0
1165,88.34155,-42.25,0.05,248.6342,-27.865,87.0191,-65.6721,0
1166,97.23092,-42.25,0.08,250.5647,-21.5257,102.9159,-65.3654,0
1167,105.90252,-42.25,0.16,252.9446,-15.519,117.7381,-64.1657,0
1168,114.68301000000001,-42.25,0.18,255.8385,-9.6677,131.4801,-62.1807,0
1169,123.4635,-42.25,0.85,259.2243,-4.1075,143.7652,-59.6006,0
1170,132.24398,-42.25,2.05,263.1184,1.0947,154.6933,-56.6009,0
1171,141.02447,-42.25,0.8,267.541,5.8623,164.4881,-53.3297,0
1172,149.80496000000002,-42.25,0.13,272.5067,10.1092,173.392,-49.9046,0
1173,158.65649,-42.25,0.17,278.0595,13.7682,181.6844,-46.3898,0
1174,167.36594,-42.25,0.1,284.0269,16.663,189.3486,-42.9442,0
1175,176.14642,-42.25,0.12,290.475,18.782,196.7168,-39.5442,0
1176,184.92691000000002,-42.25,0.12,297.2366,20.0228,203.8332,-36.2704,0
1177,193.7074,-42.25,0.12,304.1505,20.337,210.7819,-33.1691,0
1178,202.48789,-42.25,0.12,311.0335,19.7119,217.6271,-30.2825,0
1179,211.26837,-42.25,0.08,317.7072,18.1726,224.4172,-27.6491,0
1180,220.04886000000002,-42.25,0.11,324.0223,15.7779,231.1875,-25.3045,0
1181,228.82935,-42.25,0.09,329.8737,12.6099,237.962,-23.2811,0
1182,237.60984,-42.25,0.27,335.2023,8.7628,244.7548,-21.6078,0
1183,246.49358999999998,-42.25,0.8,340.0399,4.2778,251.6524,-20.2964,0
1184,255.17081000000002,-42.25,8.47,344.2319,-0.588,258.4127,-19.4054,0
1185,263.9513,-42.25,0.36,347.955,-5.9171,265.2706,-18.91,0
1186,272.73179,-42.25,0.11,351.1761,-11.5809,272.1362,-18.831,0
1187,281.72303,-42.25,0.1,353.9683,-17.6607,279.1628,-19.1829,0
1188,290.29276,-42.25,0.08,356.1514,-23.6639,285.8464,-19.9206,0
1189,299.07325,-42.25,0.06,357.8795,-29.9751,292.6729,-21.0721,0
1190,307.85374,-42.25,0.04,359.0311,-36.4,299.4746,-22.6064,0
1191,316.63423,-42.25,0.04,359.4851,-42.8872,306.2548,-24.5007,0
1192,325.41472000000005,-42.25,0.02,359.0198,-49.3758,313.0244,-26.7276,0
1193,334.33108,-42.25,0.02,357.1897,-55.8793,319.9087,-29.2973,0
1194,342.97569,-42.25,0.01,353.3667,-61.9663,326.623,-32.0513,0
1195,351.75618,-42.25,0.02,346.0062,-67.6695,333.526,-35.0762,0
1196,8.12693,-35.05,0.01,326.6986,-81.579,351.4212,-34.9552,0
1197,16.373070000000002,-35.05,0.02,279.3014,-81.579,358.7811,-38.221,0
1198,24.619220000000002,-35.05,0.02,251.9723,-76.964,6.4743,-41.4953,0
1199,32.86537,-35.05,0.01,241.6141,-70.8318,14.6034,-44.7179,0
1200,41.11152,-35.05,0.02,237.4799,-64.2663,23.2837,-47.8183,0
1201,49.497479999999996,-35.05,0.02,235.9648,-57.4424,32.8016,-50.7608,0
1202,57.603809999999996,-35.05,0.01,235.8236,-50.8085,42.7721,-53.3082,0
1203,65.84996,-35.05,0.03,236.4845,-44.0744,53.7577,-55.4914,0
1204,74.09611,-35.05,0.02,237.7075,-37.3894,65.5727,-57.1483,0
1205,82.25016,-35.05,0.02,239.3484,-30.8552,77.9195,-58.1647,0
1206,90.58841,-35.05,0.04,241.4114,-24.2802,90.9216,-58.4874,0
1207,98.83456,-35.05,0.08,243.8141,-17.914,103.7518,-58.0683,0
1208,107.0807,-35.05,0.17,246.5811,-11.7173,116.1599,-56.9483,0
1209,115.32685,-35.05,1.09,249.7335,-5.7301,127.8625,-55.2094,0
1210,123.573,-35.05,0.87,253.3051,-0.0001,138.7255,-52.9604,0
1211,131.65265,-35.05,0.53,257.2522,5.3095,148.5494,-50.3733,0
1212,139.68102,-35.05,0.15,261.657,10.2225,157.5779,-47.5278,0
1213,147.81194,-35.05,0.1,266.6505,14.7534,166.0835,-44.4567,0
1214,155.89158999999998,-35.05,0.08,272.1729,18.7252,174.0138,-41.2933,0
1215,163.97124,-35.05,0.07,278.2589,22.0725,181.5322,-38.0841,0
1216,172.05088,-35.05,0.07,284.8729,24.6972,188.7345,-34.8853,0
1217,180.13053,-35.05,0.1,291.9265,26.508,195.7025,-31.7464,0
1218,188.11903999999998,-35.05,0.06,299.1904,27.428,202.4288,-28.7449,0
1219,196.38026000000002,-35.05,0.06,306.809,27.4281,209.2722,-25.7896,0
1220,204.36947,-35.05,0.06,314.0735,26.508,215.8269,-23.1124,0
1221,212.44912000000002,-35.05,0.08,321.1271,24.6972,222.4282,-20.6207,0
1222,220.52876,-35.05,0.08,327.7411,22.0725,229.0285,-18.3784,0
1223,228.60841000000002,-35.05,0.3,333.8271,18.7252,235.6466,-16.4156,0
1224,236.68806,-35.05,0.33,339.3495,14.7534,242.2935,-14.7597,0
1225,244.81925,-35.05,0.5,344.3431,10.2224,249.0162,-13.427,0
1226,252.84735,-35.05,0.35,348.7478,5.3095,255.6847,-12.4592,0
1227,260.927,-35.05,2.54,352.6949,-0.0001,262.4203,-11.8491,0
1228,269.17315,-35.05,0.25,356.2665,-5.7301,269.309,-11.6127,0
1229,277.4193,-35.05,0.1,359.4189,-11.7173,276.199,-11.7702,0
1230,285.66544,-35.05,0.43,2.1859,-17.914,283.0771,-12.3192,0
1231,293.91159,-35.05,0.16,4.5886,-24.2802,289.9315,-13.2506,0
1232,302.2505,-35.05,0.08,6.6517,-30.8558,296.8308,-14.5663,0
1233,310.40389,-35.05,0.04,8.2925,-37.3894,303.5426,-16.1962,0
